id,type,name,name_en,operator,status,hours,phone,lat,lng,address,area,sub_area,official_url,last_verified,note,open_early,open_late,is_24h,atm_intl,baby_goods,tax_free,takkyubin
poi-177,yakiniku,焼肉新羅 浦安店,Yakiniku Shinra Urayasu,焼肉新羅,open,11:00～15:00／17:00～24:00 ※日祝は夜23:00までの情報あり,047-321-4129,35.6644812,139.8957932,千葉県浦安市北栄1-1-7 ブランシェ1F,リバーサイド,浦安駅,,2026/6/29,,,1,,,,,
poi-178,yakiniku,焼肉新羅 新浦安本店,Yakiniku Shinra Shin-Urayasu Main Store,焼肉新羅,open,11:00～15:00／月～土 15:00～24:00、日 15:00～23:00,047-380-2941,35.6405419,139.926711,千葉県浦安市明海5-6-8 ラフィネス新浦安ベイモールA,ベイサイド,新町,,2026/6/29,,,1,,,,,
poi-179,yakiniku,焼肉新羅 新浦安駅前 MONA店,Yakiniku Shinra Shin-Urayasu MONA,焼肉新羅,open,11:00～23:00（L.O.22:30）,047-329-2929,35.6489350,139.9131256,千葉県浦安市入船1-5-1 MONA新浦安4F,ベイサイド,新浦安,,2026/6/29,,,1,,,,,
poi-180,yakiniku,焼肉トラジ イクスピアリ店,Yakiniku Toraji Ikspiari,焼肉トラジ,open,ランチ 11:00～16:00／ディナー 16:00～22:30,047-306-4200,35.6342940,139.8855631,千葉県浦安市舞浜1-4 イクスピアリ3F,リゾート,舞浜,https://www.toraji.com/,2026/6/29,,,1,,,,,
poi-181,yakiniku,焼肉レストラン南大門 浦安本店,Namdaemun Yakiniku Urayasu Main Store,南大門,open,11:30～15:00／17:00～23:00,047-353-4902,35.665318,139.8929635,千葉県浦安市北栄1-17-14 加納ビル2F,リバーサイド,浦安駅,,2026/6/29,,,1,,,,,
poi-182,casual_restaurant,ポポラマーマ 浦安店,Popolamama Urayasu,ポポラマーマ,open,11:00～22:30（L.O.22:00）,047-305-8010,35.6660851,139.8929286,千葉県浦安市北栄1-13-7 光雄マンション2階,リバーサイド,浦安駅,https://www.popolamama.com/,2026/6/29,,,1,,,,,
poi-183,casual_restaurant,ポポラマーマ イオン新浦安店,Popolamama AEON Shin-Urayasu,ポポラマーマ,open,11:00～22:30（L.O.22:00）,047-380-7668,35.6489623,139.9148950,千葉県浦安市入船1-4-1 イオン新浦安2階,ベイサイド,新浦安,https://www.popolamama.com/,2026/6/29,,,1,,,,,
poi-184,casual_restaurant,ポポラマーマ ニューコースト新浦安店,Popolamama New Coast Shin-Urayasu,ポポラマーマ,open,11:00～22:00（L.O.21:00）,047-374-3180,35.6428345,139.9227975,千葉県浦安市明海4-1-1 NEW COAST SHIN-URAYASU 3F,ベイサイド,新町,https://www.popolamama.com/,2026/6/29,,,1,,,,,
poi-185,casual_restaurant,Italian Kitchen VANSAN 浦安店,Italian Kitchen VANSAN Urayasu,VANSAN,open,11:00～23:00,047-383-9155,35.6652,139.8949403,千葉県浦安市北栄3-27-13,リバーサイド,浦安駅,,2026/6/29,,,1,,,,,
poi-186,casual_restaurant,Italian Kitchen VANSAN イオン新浦安店,Italian Kitchen VANSAN AEON Shin-Urayasu,VANSAN,open,11:00～23:00,047-711-2910,35.6489623,139.9148950,千葉県浦安市入船1-4 イオン新浦安4F,ベイサイド,新浦安,,2026/6/29,,,1,,,,,
poi-187,sushi,ABURI百貫 イオン新浦安店,Aburi Hyakkan AEON Shin-Urayasu,ABURI百貫,open,11:00～23:00（L.O.22:00）,047-312-6975,35.6489623,139.9148950,千葉県浦安市入船1-4-1 イオン新浦安4階,ベイサイド,新浦安,,2026/6/29,,,1,,,,,
poi-188,cafe,スターバックス コーヒー 浦安店,Starbucks Coffee Urayasu,スターバックス,open,月～金 07:00～22:00／土日祝 08:00～22:00,047-306-5231,35.665525,139.8938647,千葉県浦安市北栄1-15-9 寿ビル,リバーサイド,浦安駅,https://store.starbucks.co.jp/,2026/6/29,,1,1,,,,,
poi-189,cafe,スターバックス コーヒー マーヴ浦安店,Starbucks Coffee Marv Urayasu,スターバックス,open,07:00～22:00,047-383-9586,35.6655032,139.8924002,千葉県浦安市当代島1-1-4 マーヴ浦安,リバーサイド,浦安駅,https://store.starbucks.co.jp/,2026/6/29,,1,1,,,,,
poi-190,cafe,スターバックス コーヒー アトレ新浦安店,Starbucks Coffee atre Shin-Urayasu,スターバックス,open,10:00～21:00,047-390-6861,35.6499336,139.9131926,千葉県浦安市入船1-1-1 アトレ新浦安,ベイサイド,新浦安,https://store.starbucks.co.jp/,2026/6/29,,,,,,,,
poi-191,cafe,スターバックス コーヒー MONA新浦安店,Starbucks Coffee MONA Shin-Urayasu,スターバックス,open,07:00～22:00,047-305-7971,35.6489350,139.9131256,千葉県浦安市入船1-5-1 MONA新浦安,ベイサイド,新浦安,https://store.starbucks.co.jp/,2026/6/29,,1,1,,,,,
poi-192,cafe,スターバックス コーヒー 舞浜駅店,Starbucks Coffee Maihama Station,スターバックス,open,07:00～22:00,047-711-1631,35.6359864,139.8840377,千葉県浦安市舞浜26-5 JR舞浜駅南口改札外,リゾート,舞浜,https://store.starbucks.co.jp/,2026/6/29,,1,1,,,,,
poi-193,cafe,スターバックス コーヒー 舞浜 イクスピアリ店,Starbucks Coffee Maihama Ikspiari,スターバックス,open,08:00～22:00,047-305-5728,35.6347451,139.8858047,千葉県浦安市舞浜1-4 イクスピアリ1F,リゾート,舞浜,https://store.starbucks.co.jp/,2026/6/29,,,1,,,,,
poi-194,cafe,スターバックス コーヒー 舞浜 イクスピアリ2F トレイダーズ・パッセージ店,Starbucks Coffee Maihama Ikspiari Trader's Passage,スターバックス,open,月～金 10:00～22:00／土日祝 08:00～22:00,047-305-5727,35.6347451,139.8858047,千葉県浦安市舞浜1-4 イクスピアリ2F,リゾート,舞浜,https://store.starbucks.co.jp/,2026/6/29,,,1,,,,,
poi-195,cafe,ドトールコーヒーショップ 浦安南口店,Doutor Coffee Urayasu South Exit,ドトール,open,平日 06:45～21:45／土日祝 07:00～21:30,047-381-4365,35.665805,139.893885,千葉県浦安市北栄1-13-25 西友浦安店パート2館1F,リバーサイド,浦安駅,https://www.doutor.co.jp/,2026/6/29,,1,,,,,,
poi-196,cafe,ドトールコーヒーショップ アトレ新浦安店,Doutor Coffee atre Shin-Urayasu,ドトール,open,07:00～21:00,047-390-6841,35.6497597,139.9126348,千葉県浦安市入船1-1-1,ベイサイド,新浦安,https://www.doutor.co.jp/,2026/6/29,,1,,,,,,
poi-197,cafe,ドトールコーヒーショップ 新浦安モナ店,Doutor Coffee Shin-Urayasu MONA,ドトール,open,07:30～22:00,047-382-3055,35.6487691,139.9136969,千葉県浦安市入船1-5-1 MONA新浦安,ベイサイド,新浦安,https://www.doutor.co.jp/,2026/6/29,,,1,,,,,
poi-198,cafe,ドトールコーヒーショップ 順天堂大学医学部附属浦安病院店,Doutor Coffee Juntendo Urayasu Hospital,ドトール,open,平日 07:30～17:00／土曜 07:30～15:00 ※第2土曜休業,047-353-6800,35.645916,139.906921,千葉県浦安市富岡2-1-1,ベイサイド,新浦安,https://www.doutor.co.jp/,2026/6/29,,,,,,,,
poi-199,cafe,コメダ珈琲店 浦安駅前店,Komeda's Coffee Urayasu Ekimae,コメダ珈琲店,open,06:30～22:30,047-711-4774,35.6648059,139.8919335,千葉県浦安市猫実5-18-16 2F,リバーサイド,浦安駅,https://www.komeda.co.jp/,2026/6/29,,1,1,,,,,
poi-200,cafe,コメダ珈琲店 新浦安店,Komeda's Coffee Shin-Urayasu,コメダ珈琲店,open,06:30～23:00,047-381-2636,35.6492379,139.9132208,千葉県浦安市入船1-5-1 MONA新浦安B館2F,ベイサイド,新浦安,https://www.komeda.co.jp/,2026/6/29,,1,1,,,,,
poi-201,cafe,タリーズコーヒー ニューコースト新浦安店,Tully's Coffee New Coast Shin-Urayasu,タリーズコーヒー,open,09:00～21:00,047-711-0333,35.6428345,139.9227975,千葉県浦安市明海4-1-1 NEW COAST SHIN-URAYASU 1F,ベイサイド,新町,https://www.tullys.co.jp/,2026/6/29,,,,,,,,
poi-202,cafe,タリーズコーヒー イクスピアリ店,Tully's Coffee Ikspiari,タリーズコーヒー,open,08:00～22:00,047-316-5266,35.6336354,139.8869949,千葉県浦安市舞浜1-4 イクスピアリ1F ガーデンサイト,リゾート,舞浜,https://www.tullys.co.jp/,2026/6/29,,,1,,,,,
poi-203,cafe,BECK'S COFFEE SHOP 舞浜店,BECK'S COFFEE SHOP Maihama,BECK'S COFFEE SHOP,open,07:00～22:00,090-6475-7630,35.6362628,139.8832726,千葉県浦安市舞浜26-5 JR舞浜駅 改札外コンコース,リゾート,舞浜,,2026/6/29,,1,1,,,,,
poi-204,cafe,nana's green tea イクスピアリ店,nana's green tea Ikspiari,nana's green tea,open,10:00～21:00目安,047-305-5875,35.6342940,139.8855631,千葉県浦安市舞浜1-4 イクスピアリ1F,リゾート,舞浜,,2026/6/29,,,,,,,,
seims-maihama,drugstore,ドラッグセイムス 舞浜店,Drug Seims Maihama,ドラッグセイムス,open,8:00-23:45（調剤は月-土10:00-14:00/15:00-19:00・日祝休）,047-306-5561,35.6441908,139.8883957,千葉県浦安市富士見5-7-40,リバーサイド,元町,https://store.seims.co.jp/map/9849/,2026/7/21,変なホテル舞浜 東京ベイの近隣ドラッグストア（深夜23:45まで）。富士見にウエルシアは無く旧記述の誤りを是正。電話番号総点検で047-316-0168から訂正,,1,,,1,,
daiso-ekimae,hundred_yen,ダイソー 浦安駅前店,Daiso Urayasu Ekimae,ダイソー,open,10:00～21:00,,35.6649802,139.894141,千葉県浦安市北栄1-16-5 サカゼン浦安2F,リバーサイド,浦安駅,https://www.daiso-sangyo.co.jp/shop,2026/7/9,浦安駅東口至近の100円ショップ,,,,,,,
daiso-aeon,hundred_yen,ダイソー イオン新浦安店,Daiso AEON Shin-Urayasu,ダイソー,open,9:00～21:00,,35.6489623,139.9148950,千葉県浦安市入船1-4-1 イオンスタイル新浦安3F,ベイサイド,新浦安,https://www.daiso-sangyo.co.jp/shop,2026/7/9,,,,,,,,
daiso-newcoast,hundred_yen,ダイソー ニューコースト新浦安店,Daiso New Coast Shin-Urayasu,ダイソー,open,10:00～21:00,,35.6428345,139.9227975,千葉県浦安市明海4-1-1 ニューコースト新浦安3F,ベイサイド,新町,https://www.daiso-sangyo.co.jp/shop,2026/7/9,,,,,,,,
daiso-ikspiari,hundred_yen,ダイソー イクスピアリ店,Daiso Ikspiari,ダイソー,open,10:00～21:00,,35.6342940,139.8855631,千葉県浦安市舞浜1-4 イクスピアリ3F,リゾート,舞浜,https://www.daiso-sangyo.co.jp/shop,2026/7/9,TDR徒歩圏の100円ショップ（イクスピアリ内）,,,,,,,
seria-mona,hundred_yen,セリア MONA新浦安店,Seria MONA Shin-Urayasu,セリア,open,10:00～20:30,,35.6489350,139.9131256,千葉県浦安市入船1-5-1 MONA新浦安B館3F,ベイサイド,新浦安,https://www.seria-group.com/shop/,2026/7/9,,,,,,,,
seria-seiyu,hundred_yen,セリア 西友浦安店,Seria Seiyu Urayasu,セリア,open,10:00～21:00,,35.6656601,139.8944548,千葉県浦安市北栄1-14-1 西友浦安店4F,リバーサイド,浦安駅,https://www.seria-group.com/shop/,2026/7/9,西友→トライアル西友への改装後の在館・営業時間は要確認,,,,,,,
watts-maruetsu,hundred_yen,ワッツウィズ 浦安マルエツ店,Watts With Urayasu Maruetsu,ワッツ,open,10:00～22:00,,35.65241,139.8922393,千葉県浦安市富士見1-3-20 マルエツ浦安店2F,リバーサイド,元町,https://www.watts-jp.com/,2026/7/9,,,1,,,,,
watts-higashino,hundred_yen,ワッツ 浦安東野マツモトキヨシ店,Watts Urayasu Higashino,ワッツ,open,9:00～21:00,,35.6523445,139.9006265,千葉県浦安市東野1-1-43 マツモトキヨシ浦安東野店内,ベイサイド,新浦安,https://www.watts-jp.com/,2026/7/9,,,,,,,,
post-urayasu,post_office,浦安郵便局,Urayasu Post Office,日本郵便,open,窓口 平日9:00～19:00／土9:00～17:00（ゆうゆう窓口 平日7:00～19:00・土日祝7:00～18:00）,0570-943-548,35.6517257,139.9003771,千葉県浦安市東野1-6-1,ベイサイド,新浦安,https://map.japanpost.jp/p/search/,2026/7/9,市内本局・ゆうちょ銀行浦安店併設。ゆうちょATMは海外発行カード対応,1,,,1,,,1
post-ekimae,post_office,浦安駅前郵便局,Urayasu Ekimae Post Office,日本郵便,open,平日9:00～17:00,,35.665987,139.8924592,千葉県浦安市当代島1-1-22,リバーサイド,浦安駅,https://map.japanpost.jp/p/search/,2026/7/9,浦安駅至近。ゆうちょATMは海外発行カード対応,,,,1,,,1
post-tomioka,post_office,浦安富岡郵便局,Urayasu Tomioka Post Office,日本郵便,open,平日9:00～17:00,047-354-5028,35.6425750,139.9002864,千葉県浦安市富岡3-2-2,ベイサイド,新浦安,https://map.japanpost.jp/p/search/,2026/7/9,ライフガーデン新浦安内。ゆうちょATMは海外発行カード対応,,,,1,,,1
post-bokai,post_office,浦安望海の街郵便局,Urayasu Bokai-no-machi Post Office,日本郵便,open,平日9:00～17:00,047-382-0111,35.6412525,139.9200565,千葉県浦安市明海4-2-1,ベイサイド,新町,https://map.japanpost.jp/p/search/,2026/7/9,ゆうちょATMは海外発行カード対応,,,,1,,,1
post-nekomi2,post_office,浦安猫実二郵便局,Urayasu Nekomi-2 Post Office,日本郵便,open,平日9:00～17:00,047-353-1077,35.6588087,139.8993766,千葉県浦安市猫実2-7-7,リバーサイド,浦安駅,https://map.japanpost.jp/p/search/,2026/7/9,ゆうちょATMは海外発行カード対応,,,,1,,,1
uniqlo-atre,apparel,ユニクロ アトレ新浦安店,UNIQLO atre Shin-Urayasu,ユニクロ,open,10:00～21:00,,35.649945,139.9130049,千葉県浦安市入船1-1-1 アトレ新浦安2F,ベイサイド,新浦安,https://map.uniqlo.com/jp/ja/,2026/7/9,市内唯一のユニクロ。着替えの緊急調達に,,,,,,,
gu-mona,apparel,ジーユー MONA新浦安店,GU MONA Shin-Urayasu,ジーユー,open,10:00～20:30,,35.6489350,139.9131256,千葉県浦安市入船1-5-1 MONA新浦安3F,ベイサイド,新浦安,https://map.gu-global.com/jp/ja/,2026/7/9,,,,,,,,
shimamura-newcoast,apparel,ファッションセンターしまむら ニューコースト新浦安店,Shimamura New Coast Shin-Urayasu,しまむら,open,10:00～20:00,,35.6428345,139.9227975,千葉県浦安市明海4-1-1 ニューコースト新浦安,ベイサイド,新町,https://www.shimamura.gr.jp/shop/,2026/7/9,,,,,,,,
torikizoku-shinurayasu,izakaya,鳥貴族 新浦安店,Torikizoku Shin-Urayasu,鳥貴族,open,月～金 17:00～24:00／土日 16:00～24:00,050-1808-0599,35.6488007,139.9122888,千葉県浦安市入船1-6-1 新浦安TKビルディング2F,ベイサイド,新浦安,https://map.torikizoku.co.jp/,2026/7/21,均一価格の焼き鳥チェーン。新浦安駅徒歩3分。電話番号総点検で047-711-2625から訂正,,1,,,,,
uotami-ekimae,izakaya,魚民 浦安駅前店,Uotami Urayasu Ekimae,モンテローザ,open,17:00～翌3:00,047-350-5788,35.665026,139.8930332,千葉県浦安市北栄1-17-17 大盛ビル2F,リバーサイド,浦安駅,https://www.monteroza.co.jp/,2026/7/9,総合居酒屋チェーン。深夜まで営業,,1,,,,,
mekiki-mona,izakaya,目利きの銀次 MONA新浦安店,Mekiki no Ginji MONA Shin-Urayasu,モンテローザ,open,11:00～23:00,,35.6489350,139.9131256,千葉県浦安市入船1-5-1 MONA新浦安,ベイサイド,新浦安,https://www.monteroza.co.jp/,2026/7/9,海鮮居酒屋チェーン。昼営業あり,,1,,,,,
washplus-fujimi3,laundry,wash+ 富士見3丁目店,wash+ Fujimi 3-chome (Coin Laundry),wash+,open,24時間営業,,35.649422,139.887482,千葉県浦安市富士見3-4-8,リバーサイド,元町,https://www.wash-plus.jp/store/,2026/7/9,洗剤不要のコインランドリー・24時間,1,1,1,,,,
washplus-imagawa,laundry,wash+ 今川店,wash+ Imagawa (Coin Laundry),wash+,open,24時間営業,,35.644634,139.906815,千葉県浦安市今川1-1-35 エルドシック浦安103,ベイサイド,新浦安,https://www.wash-plus.jp/store/,2026/7/9,24時間コインランドリー,1,1,1,,,,
washplus-kitasakae2,laundry,wash+ 北栄2丁目店,wash+ Kitasakae 2-chome (Coin Laundry),wash+,open,24時間営業,,35.667435,139.895508,千葉県浦安市北栄2-5-2,リバーサイド,浦安駅,https://www.wash-plus.jp/store/,2026/7/9,24時間コインランドリー,1,1,1,,,,
washplus-akemi,laundry,wash+ 明海店,wash+ Akemi (Coin Laundry),wash+,open,24時間営業,,35.639416,139.928223,千葉県浦安市明海5-7-8,ベイサイド,新町,https://www.wash-plus.jp/store/,2026/7/9,24時間コインランドリー,1,1,1,,,,
hahahand-urayasu,laundry,コインランドリー Ha Ha Hand,Ha Ha Hand Coin Laundry,個人・その他,open,5:00～23:00,,35.666996,139.891525,千葉県浦安市当代島1-11-17,リバーサイド,浦安駅,,2026/7/9,当代島のコインランドリー,1,1,,,,,
nojima-seiyu,electronics,ノジマ 西友浦安店,Nojima Seiyu Urayasu,ノジマ,open,10:00～20:00,,35.6656426,139.8945111,千葉県浦安市北栄1-14-1 西友浦安店内,リバーサイド,浦安駅,https://www.nojima.co.jp/shop/chiba/seiyuurayasu/,2026/7/9,西友(トライアル改装)内。改装後の営業時間は要確認,,,,,,1,
nojima-newcoast,electronics,ノジマ ニューコースト新浦安店,Nojima New Coast Shin-Urayasu,ノジマ,open,10:00～21:00,,35.6428345,139.9227975,千葉県浦安市明海4-1-1 ニューコースト新浦安,ベイサイド,新町,https://www.nojima.co.jp/shop/chiba/newcoast_shinurayasu/,2026/7/9,,,,,,,1,
yamada-aeon,electronics,ヤマダ電機 テックランド イオン新浦安店,Yamada Denki Tecc Land AEON Shin-Urayasu,ヤマダ電機,open,9:00～21:00,,35.6489623,139.9148950,千葉県浦安市入船1-4-1 イオン新浦安3F,ベイサイド,新浦安,https://www.yamada-denki.jp/store/contents/?d=2193,2026/7/9,,,,,,,1,
ksdenki-hinode,electronics,ケーズデンキ 東京ベイサイド新浦安,K's Denki Tokyo Bayside Shin-Urayasu,ケーズデンキ,open,10:00～20:00 ※要確認,047-390-6720,35.6439336,139.9248056,千葉県浦安市日の出4-1-8,ベイサイド,新町,https://www.ksdenki.co.jp/store/detail/?prefectureCode=12&code=1108,2026/7/9,営業時間は季節/曜日変動あり公式要確認。座標はOSM建物ポリゴン重心に補正(2026-08-01・住所ジオコーダが道路上を指していたため),,,,,,1,
seria-forte,hundred_yen,セリア フォルテ新浦安店,Seria Forte Shin-Urayasu,セリア,open,10:00～21:00,047-314-5160,35.6423491,139.9259429,千葉県浦安市日の出5-1-28 フォルテ新浦安2F,ベイサイド,新町,https://www.seria-group.com/shop/,2026/7/10,ベルク/マツキヨ/スシローと同じフォルテ新浦安内,,,,,,,
